60 3
	-0.108022	2.389616	-2.593673	0.0
	-1.232478	2.765126	-1.802246	1.0
	-0.751701	3.377841	-0.613467	1.0
	0.671924	3.38459	-0.665701	0.0
	1.066695	2.778224	-1.884692	0.0
	-2.975723	0.176517	1.933305	1.0
	-3.453261	-0.435074	0.7588	1.0
	-3.011595	-1.788106	0.739593	1.0
	-2.251138	-2.005841	1.932052	1.0
	-2.225179	-0.792532	2.66861	1.0
	3.131426	0.187348	1.668036	0.0
	2.436158	-0.788283	2.480008	4.0
	2.405963	-2.015362	1.724938	4.0
	3.061083	-1.789611	0.493145	4.0
	3.503849	-0.42904	0.48256	4.0
	-0.131939	1.150449	-3.34997	0.0
	-1.289658	0.308857	-3.298775	0.0
	-0.848418	-1.052649	-3.307085	0.0
	0.58391	-1.046871	-3.365774	0.0
	1.033339	0.317287	-3.386985	0.0
	0.731139	-3.472222	0.614752	4.0
	-0.687668	-3.471748	0.665525	0.0
	-1.075166	-2.858685	1.890461	0.0
	0.104362	-2.475031	2.592667	5.0
	1.217345	-2.857368	1.804314	4.0
	-2.439934	0.694554	-2.483608	1.0
	-3.115184	-0.285093	-1.704905	0.0
	-3.505883	0.3247	-0.481919	0.0
	-3.068511	1.682535	-0.508266	1.0
	-2.407917	1.90785	-1.747466	1.0
	0.791212	2.923079	1.789715	0.0
	1.444547	3.15969	0.539726	4.0
	2.671233	1.591056	1.681337	4.0
	2.605742	2.324577	0.497151	4.0
	1.558792	1.983222	2.466817	5.0
	0.65122	-3.018531	-1.845944	0.0
	1.337684	-2.047819	-2.621833	0.0
	1.404882	-3.248422	-0.655727	4.0
	2.55858	-2.412477	-0.718711	4.0
	2.520522	-1.674419	-1.913518	4.0
	-2.663924	-1.670388	-1.712625	1.0
	-1.540988	-2.044622	-2.510036	0.0
	-0.798963	-3.019611	-1.78556	0.0
	-1.459231	-3.244257	-0.550463	1.0
	-2.610975	-2.409814	-0.507085	1.0
	-0.600661	0.991026	3.343135	5.0
	-1.009735	-0.397655	3.388172	0.0
	0.142193	-1.227663	3.347725	0.0
	0.850951	0.95502	3.301366	5.0
	1.349409	-0.412905	3.264122	5.0
	-1.423823	3.147125	0.657111	1.0
	-2.573165	2.30638	0.706583	1.0
	-2.523919	1.564246	1.918381	1.0
	-1.339441	1.943759	2.623628	0.0
	-0.665066	2.924495	1.8381	0.0
	3.01225	1.698325	-0.738779	4.0
	3.458585	0.330149	-0.748281	4.0
	2.976355	-0.280454	-1.937521	4.0
	2.248435	0.708226	-2.654087	4.0
	2.259493	1.927785	-1.914609	4.0

