4107 6
93.90	54.405554	25.422546	11.078529	10.656937	3.588931
106.00	53.325881	17.010370	5.739639	9.041216	3.364788
61.10	47.370218	11.232000	3.423239	6.855634	2.545408
79.40	44.583988	7.244000	2.412888	6.097370	2.536613
94.10	47.266811	16.412000	4.963159	9.512068	3.350658
95.20	33.758161	5.540000	1.548500	4.700045	2.440478
111.90	31.860662	11.622948	3.096602	6.754390	2.876876
127.80	29.113752	10.784324	2.865476	6.400530	2.954626
147.40	26.365798	9.715788	2.549603	5.939001	3.051790
156.85	22.729767	9.035217	2.492069	5.686705	3.088721
170.50	20.138248	8.227926	2.508785	5.479817	3.169644
164.40	13.539049	4.855753	1.487029	4.063714	2.970501
181.40	11.080657	4.252161	1.433573	3.943117	3.089212
200.10	9.784149	5.367576	1.914768	4.204012	3.249792
213.50	8.682842	4.208593	1.705699	4.088212	3.335314
189.90	6.480222	2.928000	1.221162	3.613853	3.120821
193.50	4.344034	3.352000	1.104461	3.442592	3.134295
213.00	3.575445	3.756000	1.662236	3.655028	3.291682
209.40	3.837066	4.144881	1.940922	3.720416	3.270997
216.80	7.360938	4.516047	1.710959	4.070686	3.351246
204.20	9.388720	4.893197	1.448569	4.036632	3.259561
189.35	15.574922	6.491283	2.241707	5.018540	3.246851
203.60	21.638471	9.525986	3.415867	6.597036	3.529085
176.00	29.130814	12.790849	4.648199	8.374753	3.604381
159.60	27.021522	12.344699	3.655382	7.155771	3.298935
174.40	57.340586	44.100000	16.195013	20.782714	6.129743
156.10	74.276833	56.880000	20.633532	26.607879	7.452794
139.70	62.520339	65.840000	29.903336	29.236464	8.050645
124.90	33.834668	17.272000	5.966292	9.895568	3.533355
111.30	37.312687	18.960000	6.513609	10.736547	3.609679
94.60	33.050650	20.580000	6.597348	10.072134	3.384462
101.60	37.244724	22.240000	7.573036	11.502673	3.712250
86.60	44.600057	24.060000	7.603469	12.420372	3.846410
72.50	47.844701	26.260000	8.533975	13.322257	4.011238
73.10	50.472994	28.860000	9.473183	14.595335	4.307256
79.30	52.099414	31.060000	10.732635	15.489600	4.570732
88.40	56.025003	31.597281	12.869999	14.628812	4.758614
95.00	51.796414	18.657330	10.037350	8.167233	3.070035
105.40	51.771168	18.594597	6.201779	9.483569	3.348739
61.10	47.936055	15.438374	4.571338	8.671475	2.802973
76.20	42.359068	6.908000	2.199199	5.149237	2.291691
88.90	38.716574	6.342000	1.780122	4.821814	2.380838
96.70	36.120078	12.206772	3.283116	6.917145	2.775173
111.80	31.806621	11.234352	2.936675	6.634106	2.874502
126.00	28.513262	4.804000	1.176753	4.157578	2.653697
147.10	26.085711	9.817343	2.649105	6.077663	3.062560
159.90	22.742409	9.072035	2.466453	5.686071	3.106902
146.70	18.641951	8.294781	2.277152	4.968032	2.928294
163.50	14.144445	4.896866	1.466066	4.079573	2.964787
180.20	11.484708	4.281897	1.398881	3.941892	3.080538
197.50	9.908140	5.420068	1.936012	4.218465	3.233385
201.10	6.892535	4.340455	1.353623	3.761899	3.215157
173.40	4.641638	2.841842	0.829878	3.221625	2.964444
194.50	2.210646	0.512325	0.112122	3.131405	3.119550
217.80	1.816494	0.708530	0.134610	3.315873	3.301078
232.10	1.701542	0.631584	0.118163	3.418232	3.407412
216.00	3.857731	1.977496	0.497716	3.412833	3.295126
202.35	10.339881	7.243985	2.377938	4.610992	3.298146
175.90	18.358857	12.916627	4.439420	6.701003	3.359508
159.00	18.682672	7.838000	2.724108	5.566344	3.085600
145.40	23.030552	9.915939	3.641581	6.717966	3.139438
131.35	21.072133	13.459204	3.956426	6.582474	3.005518
174.90	51.265600	23.710000	9.898624	15.478007	4.951606
156.40	64.940502	46.315083	19.334683	20.331732	5.219797
140.70	66.708867	65.920000	29.156729	29.931419	8.219290
124.00	25.565938	15.766843	5.230493	7.631392	3.039382
109.80	28.023298	15.423459	5.403587	7.457850	2.827096
96.30	30.250171	14.251718	5.372388	7.061028	2.625447
102.00	37.866128	12.766418	5.034569	7.530904	2.852293
85.00	40.459438	12.618186	5.179236	7.612543	2.882461
71.20	43.601226	15.080512	6.420397	8.539760	2.682309
59.40	48.040539	15.071215	6.606620	9.310570	2.932456
46.40	50.604933	15.698462	7.125011	10.076292	3.152329
38.80	51.278288	24.568430	10.742555	11.454448	3.312876
92.80	48.405601	18.530171	10.500660	9.665207	3.143013
102.90	47.481979	15.692061	6.006193	7.981002	3.044285
56.20	44.785008	15.190715	4.694769	8.482547	2.719902
70.90	41.606630	14.160145	3.952955	7.998949	2.781420
85.50	38.422097	12.471744	3.404737	7.383444	2.781840
92.40	35.398755	11.951314	3.179991	6.910964	2.778276
103.80	32.232376	13.217337	3.521811	7.247653	2.897243
106.60	28.347380	10.748517	2.904912	6.048528	2.765264
120.70	25.674814	10.132441	2.752758	5.926167	2.839791
136.00	22.927707	9.408523	2.593997	5.643516	2.925117
148.50	19.976618	8.640261	2.453745	5.220654	2.976530
162.10	14.612280	5.582915	1.605691	4.212876	2.964851
175.35	12.363760	6.593463	1.861468	4.320922	3.075209
177.85	9.637966	5.523994	1.602988	3.958631	3.058522
170.60	8.990616	4.307696	1.505302	3.777491	2.989622
170.50	5.352162	2.914018	0.797307	3.220781	2.941199
188.40	4.737695	3.873729	1.367345	3.507213	3.101069
224.50	5.543519	2.962858	1.114069	3.744812	3.378786
228.00	4.049662	1.975872	0.657608	3.549307	3.388491
210.80	6.130148	3.084058	0.861720	3.592996	3.271303
209.40	20.763421	12.744663	4.924169	7.533939	3.691599
184.85	21.680186	15.210000	5.254914	7.827237	3.576295
180.70	18.983913	5.710000	2.106047	5.208517	3.204564
189.00	27.632349	9.494000	4.006043	7.733416	3.589090
185.60	24.843457	11.090000	4.290739	7.541049	3.545972
174.40	50.148367	25.150000	9.997571	15.405096	4.930241
153.60	64.377026	33.443619	15.945992	15.833230	4.537182
138.70	64.827923	64.634470	29.187281	28.904180	7.814120
123.20	32.546247	10.020111	4.193489	6.885341	2.943108
108.80	31.393361	9.722426	3.647149	6.593512	3.006947
118.10	33.424015	10.530105	4.020763	7.273165	3.202551
101.90	38.172973	11.565334	4.497186	8.034692	3.099622
84.20	41.188041	12.378002	4.790882	8.765617	3.144894
70.80	44.257135	13.630453	5.433623	9.187907	3.092641
57.90	47.283620	14.634959	6.134069	9.751964	3.042441
47.20	50.806876	15.470891	6.509472	10.497194	3.141767
40.00	55.427907	20.467989	8.442184	11.187301	3.268808
94.60	41.768565	14.201322	9.063004	6.224192	2.543520
104.60	41.099860	9.136308	4.508076	5.933775	2.698473
58.40	38.248688	8.149552	3.046732	5.257393	2.195993
72.40	35.333920	7.096282	2.860887	6.294787	2.446404
84.50	32.698458	6.319399	2.553030	5.872918	2.499309
89.40	30.102221	5.864000	2.344458	5.471568	2.488836
106.00	28.581991	5.488000	1.750745	4.885676	2.568294
122.90	25.339600	5.156000	2.108475	5.154776	2.746734
140.85	23.213239	4.854000	1.540955	4.598022	2.837195
153.85	18.828549	3.976000	1.185294	4.094270	2.880995
134.35	18.711030	8.306626	2.101514	4.843440	2.802688
157.70	16.867729	7.966339	2.330913	4.921201	3.007948
198.50	15.786355	6.823657	2.244654	4.927452	3.315605
203.00	12.733138	5.987000	2.355853	4.635045	3.316322
154.85	7.689148	4.396822	1.252664	3.457803	2.833813
171.10	9.469555	7.836117	3.031748	4.415133	3.031878
172.10	8.608752	7.161620	2.819700	4.420203	3.058214
213.10	6.217471	2.474776	1.014321	3.655592	3.293594
223.40	6.941694	4.168150	1.271592	3.897041	3.382904
221.00	7.441438	4.107391	1.153781	3.858724	3.363052
204.00	19.919153	18.470236	7.574465	8.898783	3.860340
176.00	15.407845	6.573182	2.053474	4.776495	3.124626
163.10	19.277106	6.870000	2.504339	5.479097	3.105652
154.50	13.765619	4.421000	1.085827	3.781844	2.859710
154.00	19.070599	7.778713	2.027273	4.904225	2.978853
171.40	37.866277	26.420000	9.241399	12.963788	4.410530
151.50	49.194004	30.500000	11.826725	16.514745	5.063644
138.00	61.814655	46.073207	23.639693	19.529453	4.711596
122.10	36.756115	16.357472	5.548843	9.657058	3.553753
107.70	32.564555	10.330115	4.033396	7.233912	2.900540
116.30	37.364647	15.714000	5.127010	9.553426	3.423271
98.70	39.686886	15.713710	5.299382	9.595896	3.231526
82.40	39.480380	12.992129	5.145653	8.626118	2.933217
69.10	41.817600	12.838015	5.041728	9.374159	3.135194
56.70	43.476383	14.070000	5.300519	10.014242	3.152522
44.50	43.589288	15.405129	5.598572	10.363933	3.068619
40.30	44.333496	16.433018	6.989891	10.231711	2.936457
